@relation 212700L1_2final

@attribute 'status pozyczki' {splacona,splacona_cz,windykacja,odmowa,windykacja_sp}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'kwota kredytu' numeric
@attribute wiek numeric
@attribute plec {K,M}
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'opoznienie splaty' numeric

@data
splacona_cz,13,1239,2,300,77,K,268,48,1
odmowa,11,2215,0,900,39,M,203,48,0
splacona,13,1100,1,200,59,K,41,48,0
odmowa,11,950,0,500,40,K,177,48,0
splacona_cz,11,1261.98,2,400,40,M,34,48,0
windykacja,16,1138.01,0,300,73,K,4,48,2063
splacona_cz,16,837,1,350,61,M,229,48,0
splacona_cz,12,990.34,1,200,46,K,53,48,0
splacona_cz,13,930,3,800,65,K,128,48,0
splacona_cz,11,3170,2,400,47,K,283,48,0
splacona_cz,12,600,3,400,47,M,7,27,1
splacona_cz,11,1459,0,300,26,M,7,48,5
splacona_cz,13,1130,2,300,62,K,101,48,3
windykacja_sp,16,906.07,0,200,52,K,10,48,263
splacona_cz,12,1400,1,300,25,M,10,32,1
splacona_cz,11,2100,1,300,45,M,48,48,1
splacona_cz,13,1428.55,2,235.97,66,K,135,48,0
splacona,16,655,2,500,53,K,29,48,152
splacona_cz,11,1800,2,300,33,M,163,48,1
splacona_cz,13,1474.55,1,400,62,K,63,48,0
splacona_cz,11,1617.68,1,200,52,K,83,48,5
windykacja,13,1768.93,2,500,63,M,267,48,2063
splacona_cz,11,1400,2,200,49,M,12,48,1
splacona_cz,11,5800,2,900,47,K,52,48,0
odmowa,12,1440,0,200,43,M,3,11,0
splacona_cz,13,1189,2,265.58,62,K,67,48,0
splacona_cz,11,1172.2,2,400,56,K,35,48,2
splacona,16,1340,2,500,63,K,159,48,6
splacona,13,1672.59,1,200,62,M,20,48,0
splacona_cz,17,1031,1,350,53,K,49,48,6
splacona_cz,13,1000,2,500,60,K,65,48,2
odmowa,16,931.37,0,200,67,K,209,48,0
splacona_cz,13,1817.24,1,400,57,K,16,48,0
splacona,11,1510,2,900,58,M,163,48,151
odmowa,12,1000,0,1000,45,K,51,48,0
odmowa,12,1033,0,500,34,K,1,1,0
odmowa,12,1200,0,250,32,K,3,9,0
splacona_cz,13,997,2,300,61,K,77,48,0
splacona_cz,13,1212,2,500,60,K,51,48,0
splacona_cz,11,1680,2,300,57,K,383,48,2
splacona_cz,13,720.19,0,200,67,K,91,48,0
splacona,11,1638,0,1283.66,52,K,312,48,17
splacona_cz,11,1700,2,600,47,K,87,48,2
splacona,13,1442.43,3,200,79,K,139,48,0
splacona,11,1400,2,600,58,K,161,48,188
splacona_cz,11,2800,2,600,49,K,316,48,3
splacona_cz,13,3541.9,0,369.53,72,K,125,48,2
splacona,11,2100,1,500,27,K,20,48,0
splacona_cz,11,1290,2,600,32,K,17,48,2
splacona,12,1884.29,0,300,39,M,18,23,0
splacona_cz,13,730,1,200,72,K,558,48,0
odmowa,11,1542.33,0,500,43,K,276,48,0
splacona_cz,11,2284.23,0,400,43,M,297,48,0
splacona_cz,16,959.6,2,200,69,K,113,48,0
splacona_cz,99,1393.85,1,200,29,M,2,3,1
splacona_cz,13,2010,1,717.26,64,M,135,48,1
splacona_cz,13,12220,1,200,57,M,69,48,1
odmowa,11,2700,0,1000,43,M,143,48,0
splacona_cz,16,892,1,500,65,K,198,48,0
splacona,11,1360,3,200,46,M,117,48,0
splacona_cz,12,1050,1,295.97,52,K,31,36,0
splacona_cz,12,1200,2,300,35,K,6,14,0
splacona,13,1210,1,300,65,K,136,48,26
splacona_cz,11,3200,2,700,52,M,187,48,0
splacona_cz,16,1045.6,3,450,54,K,10,48,0
splacona_cz,13,1350,1,300,65,K,109,48,3
windykacja,11,1800,2,600,48,M,124,48,2060
odmowa,12,1200,0,300,35,K,0,24,0
splacona,11,2249.14,2,500,57,K,239,48,18
splacona,13,785,2,200,72,K,62,48,0
splacona_cz,13,1688.82,1,300,46,M,97,48,2
splacona,11,1400,0,300,23,M,22,48,0
splacona_cz,11,4000,3,400,53,M,8,48,1
splacona,12,1037.34,1,300,30,M,18,23,0
splacona_cz,99,750,2,300,19,M,2,5,0
splacona_cz,13,611,1,300,57,K,137,48,1
splacona_cz,13,2098,2,700,75,M,195,48,0
odmowa,11,1585,0,500,22,M,2,48,0
splacona_cz,13,1700,2,500,72,M,12,48,2
windykacja,13,940,2,300,69,M,51,48,2060
splacona_cz,11,1700,2,500,51,K,303,48,4
odmowa,12,1600,0,800,30,K,72,48,0
splacona_cz,11,1842.86,1,400,56,M,5,48,0
splacona_cz,13,3900,3,300,49,M,28,48,0
odmowa,16,461.6,0,200,58,M,378,48,0
splacona_cz,11,2470,3,426.61,49,K,352,48,0
splacona_cz,11,1320,2,500,53,M,340,48,0
splacona_cz,11,1239.05,0,400,39,K,202,48,7
splacona,13,1261.6,2,400,64,M,51,48,368
splacona,12,3000,0,700,37,M,5,10,34
splacona,13,1240,3,300,58,K,68,48,0
splacona_cz,13,936,0,500,60,K,29,48,0
splacona_cz,13,1026,3,200,74,K,245,48,0
splacona_cz,12,1952.35,2,400,44,M,2,11,0
splacona_cz,11,1400,3,300,43,K,23,48,4
splacona_cz,13,2612,1,1800,72,M,79,48,0
splacona_cz,13,1170,1,400,61,K,76,48,0
splacona_cz,11,1077.49,2,300,48,K,369,48,0
odmowa,12,2187.11,0,600,27,M,30,35,0
splacona_cz,11,2927,1,496.61,38,K,199,48,0
splacona_cz,12,2500,1,800,57,M,2,3,1
splacona_cz,17,985,3,200,20,M,11,11,0
splacona_cz,11,2258,3,1000,42,M,73,48,0
splacona_cz,13,1090.14,2,400,61,K,73,48,0
splacona_cz,11,1680,3,649.84,57,K,68,48,0
splacona_cz,11,1700,3,238.78,53,K,203,48,0
splacona_cz,13,1072,3,500,69,K,151,48,5
splacona_cz,13,729.03,3,300,70,K,255,48,0
odmowa,16,1124,0,500,69,K,135,48,0
splacona_cz,16,1389,2,200,63,K,89,48,0
splacona_cz,13,1291.18,3,381.29,70,K,77,48,0
splacona_cz,16,763.38,2,200,57,M,209,48,0
splacona_cz,13,1370,2,900,59,K,74,48,11
odmowa,12,1700,0,900,19,M,4,12,0
splacona,11,2080,3,500,53,M,316,48,15
splacona_cz,98,3000,0,1500,57,M,67,48,6
splacona_cz,11,3000,3,300,60,M,210,48,0
splacona_cz,11,1373.34,0,200,30,K,56,48,0
splacona_cz,17,1200,3,200,25,K,163,48,1
splacona,16,685,1,300,52,K,39,48,0
splacona_cz,13,850,2,400,66,K,65,48,1
splacona_cz,12,1700,3,400,54,K,53,48,0
splacona,17,990,3,500,50,K,70,48,13
splacona_cz,11,2400,2,600,35,K,111,48,6
windykacja,12,1030,0,296.54,34,M,3,23,2055
splacona_cz,11,1900,2,903.23,36,K,177,48,3
splacona_cz,16,1600,1,500,67,M,10,48,0
splacona_cz,12,1447,3,500,29,K,19,23,4
splacona_cz,13,810,3,300,60,K,31,48,4
splacona_cz,11,2368.57,1,400,54,K,408,48,6
splacona,11,1500,0,378,27,K,22,48,9
splacona_cz,12,1375.47,0,300,45,M,4,8,0
splacona,11,4900,1,500,50,K,9,48,0
splacona,13,1017,3,200,68,K,159,48,0
splacona,16,588,3,600,55,M,420,48,0
windykacja,12,1136.86,1,200,28,M,9,23,2055
splacona_cz,13,910,3,200,66,K,67,48,0
odmowa,98,600,0,200,29,K,3,48,0
splacona_cz,12,1634,1,300,22,K,10,10,3
splacona,11,2500,2,900,47,M,202,48,11
odmowa,16,1076.83,0,200,78,K,135,48,0
splacona_cz,13,1216,3,200,66,K,139,48,0
splacona_cz,13,1280,3,400,61,K,15,48,0
splacona_cz,11,1300,0,600,54,K,66,48,8
splacona_cz,11,2700,3,450,31,M,13,48,18
splacona,13,1400,2,500,59,K,52,48,1
splacona_cz,11,2050,3,575.74,32,M,116,48,7
splacona_cz,16,1770,3,500,58,M,87,48,0
splacona_cz,12,1865,0,300,31,K,18,21,3
splacona,11,1888.27,2,382.44,29,M,75,48,16
splacona_cz,12,1000,0,300,50,M,41,48,0
splacona_cz,11,1721.7,3,385.97,54,K,118,48,1
splacona_cz,13,1872,3,700,58,K,33,48,3
splacona_cz,11,2709.34,3,330.68,35,K,179,48,0
splacona_cz,13,1015,3,400,64,K,107,48,2
splacona_cz,12,984.34,2,200,53,K,16,20,0
splacona_cz,13,1239.98,0,300,78,K,253,48,0
splacona_cz,13,1200.29,0,400,62,K,20,48,0
odmowa,11,1183,0,500,39,K,15,48,0
splacona,13,2113.24,2,200,64,K,59,48,0
splacona_cz,11,2700,3,600,30,M,62,48,0
splacona,13,1454.91,2,400,58,K,40,48,0
splacona_cz,13,907,1,200,70,K,232,48,1
windykacja_sp,13,1457,2,300,73,M,77,48,293
splacona,11,1300,0,400,53,K,32,48,12
splacona_cz,12,1963.88,2,400,44,M,4,5,0
splacona_cz,11,1800,3,500,49,K,51,48,2
odmowa,12,1356,0,500,53,K,84,48,0
splacona_cz,11,1906.42,1,281.29,60,K,210,48,0
odmowa,11,1300,0,300,24,K,21,48,0
splacona_cz,13,1900,3,500,56,M,148,48,0
splacona_cz,13,1050,3,600,61,K,137,48,0
splacona_cz,98,4000,3,498.26,35,K,16,48,2
splacona_cz,13,1820,3,900,61,K,67,48,1
windykacja_sp,99,645.31,0,300,43,K,9,11,418
splacona,13,1399.99,1,300,61,K,13,48,1
splacona,13,1085,3,400,67,K,164,48,0
splacona_cz,11,1730.13,1,400,56,K,191,48,0
splacona,13,1650,0,300,59,K,113,48,0
odmowa,12,1457,0,300,35,M,5,7,0
splacona,11,1500,2,200,57,M,393,48,294
splacona,11,1660,0,300,63,M,48,48,6
splacona_cz,13,722.05,2,200,71,K,195,48,0
splacona,11,2050,1,799.85,33,K,27,48,11
windykacja_sp,12,988,0,200,54,M,7,12,271
splacona_cz,12,1100,0,200,26,M,31,48,0
splacona_cz,11,1443,3,600,43,K,31,48,1
splacona_cz,17,728,3,200,27,M,98,48,0
splacona_cz,11,2100,0,300,54,M,36,48,3
splacona,13,1503,2,400,61,M,163,48,13
splacona_cz,13,1362,3,500,61,K,54,48,7
splacona_cz,13,1244.77,3,300,58,K,37,48,1
splacona_cz,11,932.34,3,200,51,K,393,48,0
splacona_cz,11,901,2,300,28,K,38,48,0
splacona_cz,17,1100,1,200,56,K,25,33,0
splacona,13,3040,3,667.26,65,M,199,48,11
splacona_cz,11,2700,3,500,37,K,119,48,0
splacona_cz,11,3100,3,500,32,K,119,48,0
windykacja,11,3217,1,299.97,44,M,268,48,2049
splacona,13,1125,1,300,65,K,123,48,0
splacona_cz,13,2110,3,300,66,M,99,48,0
splacona_cz,13,865,3,300,70,K,126,48,3
splacona_cz,12,1300,2,300,26,K,6,12,0
splacona_cz,16,1362,3,400,53,K,27,48,0
splacona_cz,12,1500,2,300,22,K,2,2,0
splacona_cz,13,1668,3,392.14,63,K,89,48,2
splacona_cz,11,983.97,1,200,57,K,76,48,4
splacona_cz,12,980,3,200,31,K,8,10,3
splacona_cz,11,1700,2,500,36,K,195,48,3
windykacja_sp,13,2015.55,1,600,69,M,109,48,429
splacona,13,1217,0,200,65,M,49,48,0
splacona,13,819,1,200,57,M,55,48,0
windykacja,16,650.77,0,200,64,M,46,48,2048
splacona_cz,12,2673.17,3,600,51,M,110,48,13
splacona_cz,13,1107,1,231.29,60,K,13,48,2
splacona_cz,13,2291,0,1000,69,K,69,48,9
splacona,13,1400,3,600,59,K,244,48,0
splacona_cz,16,634.64,2,300,57,K,134,48,2
splacona_cz,98,911,3,300,46,K,96,48,2
splacona_cz,11,992.84,3,300,49,K,119,48,3
splacona_cz,11,1000,3,300,30,M,55,48,2
splacona_cz,13,2000,3,450,68,M,43,48,5
splacona,13,1180,0,300,74,M,138,48,0
windykacja_sp,13,1175,1,400,65,K,113,48,276
splacona_cz,11,2100,2,500,60,M,185,48,1
splacona,12,1382,2,200,37,K,19,23,0
splacona_cz,16,1072.89,3,300,55,K,120,48,0
splacona,11,1037.34,3,200,41,K,60,48,23
splacona_cz,98,2200,3,300,47,K,23,48,0
odmowa,11,1896.86,0,500,56,M,136,48,0
splacona_cz,11,1493.98,2,200,47,K,359,48,0
windykacja,13,1062,0,400,66,K,160,48,2046
splacona_cz,11,2670,3,1000,60,K,86,48,11
splacona_cz,99,1100,0,200,53,K,49,48,0
splacona_cz,13,1500,3,376.37,61,M,21,48,1
windykacja,13,3100,0,600,64,M,136,48,2046
odmowa,98,690,0,200,21,M,6,48,0
splacona_cz,11,1344.9,2,246.83,45,K,44,48,7
odmowa,98,583,0,300,58,M,111,48,0
splacona_cz,16,1045,2,200,50,M,197,48,0
splacona_cz,13,720,0,500,58,K,230,48,2
splacona,13,1016,1,250,70,K,187,48,0
splacona_cz,12,1032.34,3,200,31,K,3,11,6
splacona_cz,11,967.64,2,200,48,K,317,48,2
splacona,11,1800,2,600,39,K,50,48,13
splacona_cz,13,580,3,800,56,K,117,48,3
odmowa,12,1224,0,400,18,M,3,3,0
odmowa,11,3619,0,300,37,M,39,48,0
odmowa,16,436,0,200,23,K,12,48,0
splacona_cz,12,1032,3,296.54,46,K,36,40,1
splacona_cz,11,1577.42,0,400,50,K,203,48,3
splacona_cz,16,1411,0,400,60,K,64,48,5
splacona_cz,11,1460.17,0,200,55,M,59,48,1
splacona_cz,11,2250.05,1,500,61,M,174,48,11
splacona_cz,13,2066,3,700,61,K,127,48,2
splacona_cz,11,3200,3,600,51,K,52,48,2
splacona_cz,13,1658,3,300,59,K,27,48,4
splacona_cz,11,1400,3,300,52,K,159,48,0
splacona_cz,11,980.11,0,400,34,K,43,48,0
splacona_cz,13,1900,3,500,62,K,86,48,1
splacona_cz,16,980,3,400,68,K,129,48,1
odmowa,12,1138,0,300,24,M,0,23,0
splacona_cz,12,1540,0,600,33,K,37,39,0
splacona_cz,12,1100,3,235.97,65,M,20,35,7
odmowa,16,2600,0,200,74,M,439,48,0
splacona,11,3335,3,600,56,M,431,48,1
splacona_cz,13,815,0,400,67,K,142,48,0
splacona_cz,13,1185.33,3,200,71,K,222,48,4
splacona,12,1210,0,200,52,M,5,9,10
splacona_cz,16,749.28,3,200,53,K,63,48,0
odmowa,98,583,0,1000,50,M,135,48,0
splacona_cz,13,930,0,670,63,K,92,48,7
windykacja_sp,16,1528,1,300,58,M,373,48,312
splacona_cz,17,547.89,0,350,56,K,54,48,6
splacona_cz,13,1426,3,300,71,M,75,48,0
splacona,13,1031,1,200,66,K,119,48,0
splacona_cz,13,840,1,400,64,K,111,48,7
splacona_cz,12,670,3,300,45,M,7,11,1
splacona_cz,13,3700,3,800,62,K,25,48,0
splacona_cz,13,1100,0,300,63,K,103,48,0
splacona_cz,16,1473.04,0,400,65,M,164,48,0
splacona_cz,13,1519,0,350,78,M,252,48,0
splacona_cz,12,599.03,2,200,37,K,18,18,2
splacona_cz,98,980,2,200,56,K,8,48,0
splacona_cz,13,1026,3,200,74,K,246,48,2
splacona_cz,13,975,3,218.32,61,K,26,48,3
splacona_cz,11,2947,3,393.99,59,M,52,48,0
odmowa,11,3200,0,1000,26,M,2,48,0
splacona,11,1900,3,694,38,K,206,48,12
splacona_cz,13,2100,0,300,72,K,159,48,0
splacona_cz,12,1500,0,800,35,M,31,35,4
splacona,16,1151,0,300,66,M,359,48,0
splacona_cz,11,1770,3,277.34,39,K,85,48,0
splacona_cz,13,1977,1,700,61,K,53,48,3
splacona_cz,13,1287.66,2,200,63,M,95,48,0
splacona_cz,11,900,3,300,46,K,92,48,0
odmowa,11,2251.79,0,500,56,K,254,48,0
splacona_cz,13,960,3,300,73,M,138,48,1
odmowa,13,1413,0,400,75,K,164,48,0
windykacja,12,1800,0,300,27,M,34,48,2039
splacona,13,1083.23,1,200,58,K,96,48,0
splacona_cz,13,3440,3,800,55,K,50,48,1
splacona,98,3178,3,427.09,43,M,200,48,11
splacona_cz,13,1772.53,0,400,71,M,279,48,0
splacona_cz,13,803.86,3,200,68,K,156,48,0
splacona_cz,13,1026,3,300,60,K,53,48,23
splacona,13,1014,1,297.69,63,K,181,48,11
splacona,13,1193.65,2,400,63,M,8,48,0
splacona_cz,98,1200,3,285.97,38,K,44,48,0
splacona_cz,12,1000,3,328.32,50,K,31,34,0
splacona_cz,12,1000,3,328,60,M,11,14,0
splacona_cz,11,1400,3,200,54,K,115,48,0
windykacja,12,1286,0,200,18,M,0,2,2039
splacona_cz,12,1300,3,600,29,M,26,41,4
splacona_cz,17,798.8,3,300,54,M,147,48,4
splacona_cz,13,917,1,300,63,K,75,48,2
splacona,11,1087,2,377.69,40,K,237,48,18
splacona_cz,11,2470,0,500,38,M,64,48,3
splacona,13,1538,3,200,63,M,99,48,8
splacona_cz,11,1300,3,300,39,M,44,48,0
splacona_cz,13,1635,3,200,60,K,118,48,1
splacona_cz,99,2290.55,0,300,42,K,17,20,0
odmowa,11,1386,0,600,41,M,15,48,0
splacona,13,1167.94,0,200,79,K,368,48,0
splacona_cz,13,1233,2,400,63,K,122,48,0
splacona,13,1530,0,500,64,M,33,48,0
odmowa,11,2983,0,800,31,M,86,48,0
splacona_cz,16,1313.41,3,400,62,M,26,48,0
splacona,13,3900,0,300,59,M,113,48,1
splacona,13,1525.46,3,521.49,62,K,35,48,2
splacona_cz,13,1162,3,200,62,M,220,48,0
windykacja,99,685,3,250,62,M,4,4,2037
splacona_cz,13,1200,3,500,70,K,117,48,1
splacona_cz,16,634,2,200,58,K,50,48,0
splacona_cz,16,2300,4,800,55,K,61,48,0
splacona_cz,12,1027,3,300,39,K,7,48,3
splacona,13,5100,3,262.81,61,K,27,48,0
splacona_cz,11,2800,3,400,54,K,58,48,0
splacona_cz,11,3000,3,500,45,K,92,48,3
splacona_cz,13,714,4,500,62,K,221,48,1
splacona_cz,11,2875.71,3,1100,42,M,277,48,6
splacona_cz,13,2120,3,600,68,K,117,48,0
splacona_cz,13,1013.74,3,400,65,K,112,48,0
splacona,13,984,2,200,61,K,9,48,1
splacona,13,1425,1,400,60,K,78,48,0
splacona_cz,13,720.19,1,200,67,K,92,48,4
splacona_cz,12,1350,3,281.29,55,K,21,24,1
splacona_cz,13,951,3,500,73,K,161,48,4
splacona,98,2000,0,300,31,M,13,48,0
splacona_cz,11,1500,2,400,58,K,84,48,0
splacona,11,2200,0,700,33,K,36,48,0
splacona_cz,13,866.46,0,200,73,K,194,48,0
splacona,11,1400,0,473,33,K,100,48,0
odmowa,13,1313,0,300,58,K,36,48,0
odmowa,16,540,0,300,23,K,13,48,0
splacona,11,2100,0,300,33,M,63,48,67
splacona,12,1800,3,700,28,M,9,9,7
splacona_cz,12,1009.34,2,300,55,K,28,48,0
splacona_cz,12,1042,0,300,49,M,4,4,1
odmowa,11,979.34,0,300,41,M,187,48,0
splacona_cz,13,1428.55,3,200,66,K,136,48,4
splacona_cz,13,1000,0,300,70,K,63,48,0
splacona_cz,12,660,3,400,40,K,10,37,2
splacona_cz,13,616,3,200,75,K,245,48,6
splacona_cz,11,1600,3,496.83,31,K,13,48,4
splacona_cz,13,1611,1,300,65,M,140,48,0
splacona_cz,13,1684,3,367.31,61,K,18,48,3
splacona,13,1500,3,200,58,K,45,48,3
odmowa,13,974,0,200,43,M,82,48,0
splacona_cz,16,1740,0,200,53,K,112,48,1
odmowa,11,1037,0,500,46,K,39,48,0
splacona_cz,11,3170,3,400,47,K,284,48,0
splacona_cz,13,930,4,700,65,K,129,48,0
splacona_cz,12,1574.45,2,426.66,47,M,30,35,0
splacona_cz,13,640,0,500,72,K,137,48,1
splacona_cz,13,1474.55,2,400,62,K,64,48,0
splacona_cz,12,830.46,2,600,47,K,44,48,4
splacona_cz,11,1261.98,3,357.31,40,M,35,48,0
splacona_cz,13,1189,3,265.58,62,K,68,48,0
splacona_cz,16,837,2,350,61,M,230,48,0
splacona_cz,17,684,3,900,58,K,188,48,0
splacona_cz,13,965,3,200,75,K,244,48,1
splacona_cz,16,703,3,200,57,K,24,48,8
splacona,99,750,3,200,19,M,3,5,0
splacona_cz,12,1675,3,600,54,K,8,11,0
splacona_cz,16,1045.6,4,400,54,K,11,48,0
splacona_cz,13,1137.19,3,400,66,K,95,48,0
splacona_cz,12,1200,3,300,35,K,7,14,0
splacona_cz,12,990.34,2,200,46,K,54,48,2
splacona_cz,11,2065.98,3,327,52,K,178,48,1
splacona,11,800.51,0,400,38,K,18,48,11
splacona_cz,11,5800,3,1000,47,K,53,48,0
splacona_cz,13,1817.24,2,400,57,K,17,48,1
splacona_cz,13,1239,3,300,77,K,269,48,0
splacona_cz,12,1400,2,300,25,M,11,32,1
splacona,16,763.38,3,200,57,M,210,48,46
splacona_cz,13,997,3,300,61,K,78,48,2
splacona,13,1801.41,0,515.96,58,K,36,48,9
windykacja,12,1030,3,241.15,54,M,7,24,2032
splacona_cz,13,3600,2,1000,57,M,85,48,1
splacona_cz,11,1800,3,300,33,M,164,48,1
splacona,11,1400,0,300,23,M,23,48,0
splacona,11,2100,2,300,45,M,49,48,11
splacona_cz,13,1212,3,500,60,K,52,48,1
splacona,13,2098,3,700,75,M,196,48,211
splacona_cz,12,600,4,400,47,M,8,27,0
splacona,11,1400,3,200,49,M,13,48,0
splacona_cz,11,3200,3,662.81,52,M,188,48,0
splacona_cz,13,1000,3,500,60,K,66,48,0
splacona_cz,13,730,2,200,72,K,559,48,1
splacona_cz,13,802.83,3,200,65,K,200,48,0
splacona,13,3541.9,1,369.53,72,K,126,48,24
splacona_cz,11,1290,3,600,32,K,18,48,2
splacona_cz,11,3000,4,300,60,M,211,48,2
splacona,11,2284.23,1,400,43,M,298,48,2
splacona_cz,16,959.6,3,200,69,K,114,48,0
splacona_cz,11,1680,3,300,57,K,384,48,2
splacona,11,1250,0,500,61,M,64,48,16
odmowa,16,425,0,200,60,K,160,48,0
splacona_cz,11,1000,3,800,60,M,62,48,3
splacona_cz,11,1700,3,600,47,K,88,48,6
splacona_cz,16,892,2,409.15,65,K,199,48,0
splacona_cz,12,1050,2,294.37,52,K,32,36,0
splacona_cz,13,1130,3,300,62,K,102,48,0
splacona_cz,11,1172.2,3,300.4,56,K,36,48,0
splacona,98,5000,2,600,41,K,83,48,5
splacona_cz,11,1700,3,300,54,M,38,48,1
splacona_cz,13,611,2,300,57,K,138,48,1
splacona_cz,11,1320,3,500,53,M,341,48,0
splacona_cz,11,2470,4,426.61,49,K,353,48,0
splacona_cz,13,12220,2,200,57,M,70,48,4
splacona_cz,11,4000,4,400,53,M,9,48,0
odmowa,13,686.16,0,200,69,K,76,48,0
splacona_cz,16,1132,0,300,64,K,96,48,1
splacona_cz,17,985,4,200,20,M,12,13,0
splacona,13,2010,2,717.02,64,M,137,48,0
splacona_cz,11,2800,3,600,49,K,317,48,1
splacona_cz,13,729.03,4,500,70,K,256,48,0
windykacja,12,1500,0,1130.33,48,K,13,26,2029
windykacja,12,700,3,250,40,M,8,23,2029
splacona_cz,99,1393.85,2,200,29,M,3,4,6
splacona_cz,13,860,0,789.27,63,K,79,48,1
odmowa,11,1085.97,0,600,20,M,1,48,0
splacona_cz,13,1688.82,2,300,46,M,98,48,7
splacona,11,1617.68,2,200,52,K,84,48,215
splacona_cz,13,2100,3,1000,73,K,54,48,3
splacona,11,1058,0,300,35,M,13,48,0
splacona_cz,13,1700,3,500,72,M,13,48,3
splacona_cz,11,2927,2,454,38,K,200,48,0
splacona,11,2200,0,500,35,M,84,48,12
splacona_cz,11,1459,1,300,26,M,8,48,6
splacona_cz,13,936,1,500,60,K,30,48,0
splacona,13,2612,2,2500,72,M,80,48,30
splacona_cz,13,1090.14,3,400,61,K,74,48,2
splacona,16,1600,2,200,67,M,10,48,0
splacona_cz,13,1026,4,200,74,K,246,48,0
splacona,11,2011,0,416.61,52,M,210,48,13
splacona_cz,16,588,0,600,55,M,421,48,2
splacona_cz,13,1240,0,300,58,K,69,48,2
splacona_cz,13,1170,2,400,61,K,77,48,0
splacona_cz,11,1077.49,3,300,48,K,370,48,2
splacona_cz,12,1100,0,200,26,K,14,17,4
splacona,16,685,0,200,52,K,40,48,0
splacona_cz,13,3900,4,300,49,M,29,48,0
splacona_cz,13,1350,2,300,65,K,110,48,0
splacona_cz,12,1952.35,3,387.31,44,M,3,11,0
splacona,11,1300,0,200,53,M,451,48,0
splacona_cz,11,2258,4,1000,42,M,74,48,3
splacona_cz,11,1842.86,2,400,56,M,6,48,0
splacona,16,1589,0,250,58,K,26,48,0
splacona,11,1000,3,275.97,41,K,60,48,14
splacona_cz,12,1000,4,200,24,M,11,24,0
splacona_cz,13,1217,0,600,65,M,49,48,0
splacona,12,1030,0,200,51,M,8,48,3
splacona_cz,13,1134.96,0,200,68,K,160,48,0
odmowa,13,697,0,300,64,K,124,48,0
splacona_cz,16,1389,3,200,63,K,90,48,0
splacona_cz,12,1375.47,1,300,45,M,5,8,0
splacona_cz,13,2051,0,500,63,K,137,48,0
splacona_cz,13,1291.18,4,378.91,70,K,78,48,0
splacona_cz,13,1691.3,0,500,62,K,72,48,3
windykacja,17,1031,2,350,53,K,50,48,2025
splacona,11,1680,4,586.65,57,K,69,48,2
splacona_cz,13,910.33,3,200,73,M,162,48,7
splacona,11,2353,3,1569.98,48,M,98,48,29
splacona_cz,12,2500,2,800,57,M,3,4,0
splacona_cz,11,1077,0,200,55,K,182,48,0
splacona_cz,11,1700,4,238.78,53,K,204,48,0
splacona_cz,11,1373.34,1,200,30,K,57,48,1
windykacja,11,2837,0,662.69,30,M,125,48,2025
splacona_cz,12,1700,4,400,54,K,53,48,0
odmowa,13,578.75,0,200,60,K,8,48,0
splacona_cz,13,1300,0,300,77,K,192,48,0
splacona,11,1800,0,300,57,M,159,48,0
splacona_cz,13,850,3,400,66,K,66,48,2
splacona_cz,17,1200,4,200,25,K,164,48,0
splacona_cz,13,1601.87,0,350,64,M,44,48,6
splacona_cz,11,1700,3,500,51,K,304,48,0
splacona,11,1400,4,300,43,K,24,48,2
splacona_cz,13,910,4,200,66,K,68,48,0
splacona_cz,11,2094.17,0,200,53,M,240,48,0
splacona_cz,12,1000,1,300,50,M,42,48,1
splacona,13,1200.29,1,200,62,K,21,48,0
splacona_cz,13,1280,4,400,61,K,16,48,2
splacona_cz,11,1286.16,0,300,42,K,116,48,0
splacona_cz,13,1216,4,200,66,K,140,48,0
splacona_cz,13,1900,4,500,56,M,149,48,5
splacona,11,2200,0,200,42,M,42,48,0
splacona_cz,16,1770,4,500,58,M,88,48,0
odmowa,13,1501,0,500,63,K,140,48,0
splacona_cz,13,722.05,3,200,71,K,196,48,0
splacona,16,1235,0,200,70,K,32,48,0
splacona_cz,11,1721.7,4,385.97,54,K,119,48,0
splacona,11,1900,3,903.23,36,K,178,48,9
splacona_cz,11,1800,0,400,51,M,258,48,0
splacona_cz,12,1963.88,3,400,44,M,5,5,0
splacona,11,3898,0,400,36,M,180,48,0
splacona,13,1870,0,300,72,M,84,48,0
splacona_cz,13,1239.98,1,300,78,K,254,48,0
splacona_cz,12,984.34,3,200,53,K,17,20,4
splacona_cz,12,1447,4,500,29,K,20,23,1
odmowa,16,1278,0,700,24,M,77,48,0
splacona_cz,13,810,4,300,60,K,32,48,3
splacona_cz,11,1730.13,2,400,56,K,192,48,3
splacona_cz,11,2709.34,4,322.07,35,K,180,48,0
splacona_cz,11,2899.34,0,400,35,K,120,48,0
splacona,11,1906.42,2,227.08,60,K,211,48,7
windykacja_sp,13,1072,4,561.15,69,K,152,48,292
windykacja_sp,13,1400,0,500,59,K,53,48,385
splacona_cz,13,1050,4,600,61,K,138,48,0
splacona,11,2700,4,600,30,M,63,48,0
splacona_cz,17,728,4,200,27,M,99,48,3
splacona_cz,12,1634,2,300,22,K,11,12,3
