@relation '212700L1_2final-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_splacona_cz:dobry-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nwindykacja_odmowa_windykacja_sp:zly-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5'

@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {K,M}
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
13,1872,2,700,'\'(55.2-67.6]\'',K,32,48,dobry
12,2673.17,2,600,'\'(42.8-55.2]\'',M,109,48,dobry
13,1400,1,400,'\'(55.2-67.6]\'',K,51,48,dobry
11,1700,1,500,'\'(30.4-42.8]\'',K,194,48,dobry
11,2700,1,400,'\'(30.4-42.8]\'',M,5,48,zly
16,1770,2,500,'\'(55.2-67.6]\'',M,86,48,dobry
98,4000,2,500.8,'\'(30.4-42.8]\'',K,15,48,dobry
11,2670,2,1000,'\'(55.2-67.6]\'',K,85,48,dobry
13,625.86,0,250,'\'(67.6-inf)\'',M,254,48,zly
17,728,2,200,'\'(-inf-30.4]\'',M,97,48,dobry
13,757.1,0,200,'\'(55.2-67.6]\'',K,195,48,zly
13,2113.24,1,200,'\'(55.2-67.6]\'',K,58,48,dobry
16,685,0,300,'\'(42.8-55.2]\'',K,38,48,dobry
11,1906.42,0,400,'\'(55.2-67.6]\'',K,209,48,dobry
13,1561.87,1,281.29,'\'(55.2-67.6]\'',M,194,48,zly
12,984.34,1,200,'\'(42.8-55.2]\'',K,15,20,dobry
13,907,0,200,'\'(67.6-inf)\'',K,231,48,dobry
11,1721.7,2,385.97,'\'(42.8-55.2]\'',K,117,48,dobry
16,726,2,300,'\'(55.2-67.6]\'',M,230,48,dobry
13,936,2,300,'\'(55.2-67.6]\'',K,28,48,dobry
13,1900,2,500,'\'(55.2-67.6]\'',M,147,48,dobry
13,1817.24,0,400,'\'(55.2-67.6]\'',K,15,48,dobry
98,520,0,200,'\'(30.4-42.8]\'',K,26,48,zly
16,1100,2,850,'\'(67.6-inf)\'',M,134,48,zly
11,1730.13,0,400,'\'(55.2-67.6]\'',K,190,48,dobry
11,2709.34,2,337.64,'\'(30.4-42.8]\'',K,178,48,dobry
13,1399.99,0,300,'\'(55.2-67.6]\'',K,12,48,dobry
12,1963.88,1,400,'\'(42.8-55.2]\'',M,3,5,dobry
13,1050,2,600,'\'(55.2-67.6]\'',K,136,48,dobry
17,926,2,520.7,'\'(-inf-30.4]\'',M,53,48,zly
17,926,2,356.68,'\'(-inf-30.4]\'',M,53,48,zly
11,1443,2,600,'\'(42.8-55.2]\'',K,30,48,dobry
13,1820,2,1000,'\'(55.2-67.6]\'',K,66,48,dobry
13,2100,2,1000,'\'(67.6-inf)\'',K,52,48,dobry
16,650.77,0,200,'\'(55.2-67.6]\'',M,45,48,dobry
13,784,1,300,'\'(55.2-67.6]\'',K,36,48,zly
11,1000,2,300,'\'(-inf-30.4]\'',M,54,48,dobry
13,1026,2,300,'\'(55.2-67.6]\'',K,52,48,dobry
11,1500,1,200,'\'(55.2-67.6]\'',M,392,48,dobry
13,1420,1,200,'\'(67.6-inf)\'',M,50,48,dobry
13,1217,0,400,'\'(55.2-67.6]\'',M,48,48,dobry
16,1362,2,400,'\'(42.8-55.2]\'',K,26,48,dobry
11,901,1,300,'\'(-inf-30.4]\'',K,37,48,dobry
13,3181,0,400,'\'(67.6-inf)\'',M,48,48,dobry
11,1750,0,600,'\'(30.4-42.8]\'',M,6,48,zly
13,1530,2,500,'\'(55.2-67.6]\'',M,32,48,dobry
12,980,2,200,'\'(30.4-42.8]\'',K,7,10,dobry
16,540.62,0,200,'\'(-inf-30.4]\'',M,62,48,zly
11,3217,0,300,'\'(42.8-55.2]\'',M,267,48,dobry
13,3040,2,700,'\'(55.2-67.6]\'',M,198,48,dobry
17,1100,0,200,'\'(55.2-67.6]\'',K,24,33,dobry
11,932.34,2,200,'\'(42.8-55.2]\'',K,392,48,dobry
11,1400,0,300,'\'(-inf-30.4]\'',M,21,48,dobry
13,1229.15,0,200,'\'(55.2-67.6]\'',K,84,48,zly
13,2000,2,450,'\'(67.6-inf)\'',M,42,48,dobry
11,1077,2,200,'\'(42.8-55.2]\'',K,180,48,dobry
13,865,2,300,'\'(67.6-inf)\'',K,125,48,dobry
11,983.97,0,200,'\'(55.2-67.6]\'',K,75,48,dobry
11,1344.9,1,300,'\'(42.8-55.2]\'',K,43,48,dobry
13,1107,0,400,'\'(55.2-67.6]\'',K,12,48,dobry
11,967.64,1,200,'\'(42.8-55.2]\'',K,316,48,dobry
11,2100,1,500,'\'(55.2-67.6]\'',M,184,48,dobry
13,722.05,1,200,'\'(67.6-inf)\'',K,194,48,dobry
98,911,2,300,'\'(42.8-55.2]\'',K,95,48,dobry
12,1300,1,300,'\'(-inf-30.4]\'',K,5,12,dobry
12,1500,1,300,'\'(-inf-30.4]\'',K,1,2,dobry
11,1400,2,300,'\'(42.8-55.2]\'',K,158,48,dobry
13,2547,0,600,'\'(67.6-inf)\'',M,192,48,dobry
16,1528,0,300,'\'(55.2-67.6]\'',M,372,48,dobry
11,992.84,2,300,'\'(42.8-55.2]\'',K,118,48,dobry
13,1400,2,600,'\'(55.2-67.6]\'',K,243,48,dobry
13,1294,0,250,'\'(67.6-inf)\'',K,120,48,dobry
99,1100,1,200,'\'(42.8-55.2]\'',K,48,48,dobry
13,2800,1,800,'\'(42.8-55.2]\'',M,147,48,dobry
13,1150,0,300,'\'(67.6-inf)\'',M,135,48,dobry
13,2040,1,300,'\'(55.2-67.6]\'',M,141,48,dobry
13,1125,0,400,'\'(55.2-67.6]\'',K,122,48,dobry
13,960,2,300,'\'(67.6-inf)\'',M,137,48,dobry
13,1374.08,0,300,'\'(55.2-67.6]\'',M,69,48,dobry
11,2837,0,662.69,'\'(-inf-30.4]\'',M,123,48,dobry
13,1175,0,400,'\'(55.2-67.6]\'',K,112,48,dobry
16,1072.89,2,300,'\'(42.8-55.2]\'',K,119,48,dobry
12,1042,1,300,'\'(42.8-55.2]\'',M,2,2,dobry
12,1382,1,200,'\'(30.4-42.8]\'',K,18,23,dobry
11,1037.34,2,200,'\'(30.4-42.8]\'',K,59,48,dobry
13,1239.98,0,200,'\'(67.6-inf)\'',K,252,48,dobry
98,2200,2,400,'\'(42.8-55.2]\'',K,22,48,dobry
13,1500,2,396.61,'\'(55.2-67.6]\'',M,20,48,dobry
11,2002,0,600,'\'(30.4-42.8]\'',M,61,48,zly
16,634.64,1,300,'\'(55.2-67.6]\'',K,133,48,dobry
13,1014,0,300,'\'(55.2-67.6]\'',K,180,48,dobry
11,1493.98,1,200,'\'(42.8-55.2]\'',K,358,48,dobry
12,1032,2,300,'\'(42.8-55.2]\'',K,35,40,dobry
17,646,0,380.59,'\'(30.4-42.8]\'',K,51,48,zly
11,2100,1,820.86,'\'(30.4-42.8]\'',M,281,48,dobry
13,782,0,356.29,'\'(55.2-67.6]\'',K,189,48,zly
13,580,2,800,'\'(55.2-67.6]\'',K,116,48,dobry
12,599.03,1,200,'\'(30.4-42.8]\'',K,16,18,dobry
13,634.64,0,400,'\'(55.2-67.6]\'',K,254,48,zly
13,889.38,0,400,'\'(55.2-67.6]\'',M,5,48,zly
12,5000,0,700,'\'(30.4-42.8]\'',M,3,6,zly
13,1000,1,300,'\'(67.6-inf)\'',K,61,48,dobry
13,720.08,0,450,'\'(67.6-inf)\'',K,239,48,zly
13,3440,2,800,'\'(42.8-55.2]\'',K,48,48,dobry
11,718.57,0,200,'\'(30.4-42.8]\'',K,78,48,zly
11,800.51,1,400,'\'(30.4-42.8]\'',K,17,48,dobry
11,1133.37,0,200,'\'(42.8-55.2]\'',K,389,48,zly
12,1520.01,0,500,'\'(30.4-42.8]\'',K,26,48,zly
11,2200,2,499.98,'\'(30.4-42.8]\'',M,82,48,dobry
11,2500,1,600,'\'(42.8-55.2]\'',K,230,48,dobry
12,1300,2,600,'\'(-inf-30.4]\'',M,24,41,dobry
17,798.8,2,300,'\'(42.8-55.2]\'',M,146,48,dobry
12,1038,0,500,'\'(42.8-55.2]\'',M,30,47,zly
16,799.4,0,300,'\'(55.2-67.6]\'',K,126,48,zly
16,1473.04,1,400,'\'(55.2-67.6]\'',M,162,48,dobry
12,670.8,0,300,'\'(42.8-55.2]\'',M,3,8,zly
11,1250,2,500,'\'(55.2-67.6]\'',M,62,48,dobry
13,750,0,300,'\'(55.2-67.6]\'',K,28,48,dobry
13,2110,2,300,'\'(55.2-67.6]\'',M,98,48,dobry
13,930,1,400,'\'(55.2-67.6]\'',K,29,48,zly
12,1000,2,231.22,'\'(42.8-55.2]\'',M,9,39,zly
13,1658,2,300,'\'(55.2-67.6]\'',K,26,48,dobry
16,749.28,2,200,'\'(42.8-55.2]\'',K,62,48,dobry
13,1016,0,250,'\'(67.6-inf)\'',K,186,48,dobry
11,3200,2,600,'\'(42.8-55.2]\'',K,51,48,dobry
11,3100,2,500,'\'(30.4-42.8]\'',K,118,48,dobry
11,2700,2,400,'\'(30.4-42.8]\'',K,118,48,dobry
11,2947,2,393.99,'\'(55.2-67.6]\'',M,50,48,dobry
12,1027.22,0,300,'\'(-inf-30.4]\'',M,1,3,zly
11,2100,2,300,'\'(30.4-42.8]\'',M,61,48,dobry
16,980,2,400,'\'(67.6-inf)\'',K,128,48,dobry
11,960,0,400,'\'(30.4-42.8]\'',K,4,48,zly
11,1400,1,412.72,'\'(30.4-42.8]\'',K,98,48,dobry
11,1900,2,694,'\'(30.4-42.8]\'',K,205,48,dobry
12,950,1,200,'\'(30.4-42.8]\'',M,4,15,zly
12,1000,2,328,'\'(55.2-67.6]\'',M,9,10,dobry
12,1000,2,328.32,'\'(42.8-55.2]\'',K,29,29,dobry
13,1900,2,500,'\'(55.2-67.6]\'',K,85,48,dobry
11,3335,2,600,'\'(55.2-67.6]\'',M,430,48,dobry
11,1087,1,377.69,'\'(30.4-42.8]\'',K,235,48,dobry
16,639.31,0,300,'\'(42.8-55.2]\'',M,246,48,zly
13,2066,2,700,'\'(55.2-67.6]\'',K,126,48,dobry
13,975,2,253.12,'\'(55.2-67.6]\'',K,24,48,dobry
11,2424.72,0,1000,'\'(30.4-42.8]\'',M,64,48,zly
11,2094.17,0,500,'\'(42.8-55.2]\'',M,238,48,zly
11,2575.31,0,1000,'\'(42.8-55.2]\'',K,190,48,zly
11,2250.05,0,500,'\'(55.2-67.6]\'',M,173,48,dobry
12,1100,2,300,'\'(55.2-67.6]\'',M,19,35,dobry
13,1977,0,700,'\'(55.2-67.6]\'',K,52,48,dobry
11,993.48,0,200,'\'(30.4-42.8]\'',K,162,48,zly
13,1134.96,2,200,'\'(67.6-inf)\'',K,159,48,dobry
13,1287.66,1,200,'\'(55.2-67.6]\'',M,94,48,dobry
13,1538,2,200,'\'(55.2-67.6]\'',M,98,48,dobry
13,1426,2,300,'\'(67.6-inf)\'',M,75,48,dobry
12,1200,0,200,'\'(55.2-67.6]\'',M,0,23,zly
98,980,1,300,'\'(55.2-67.6]\'',K,7,48,dobry
12,670,2,300,'\'(42.8-55.2]\'',M,7,11,dobry
98,3178,2,500,'\'(42.8-55.2]\'',M,199,48,dobry
13,1801.41,2,517.26,'\'(55.2-67.6]\'',K,35,48,dobry
11,2875.71,2,1100,'\'(30.4-42.8]\'',M,275,48,dobry
12,1030,0,300,'\'(30.4-42.8]\'',K,18,23,zly
13,1026,2,200,'\'(67.6-inf)\'',K,245,48,dobry
13,1185.33,2,200,'\'(67.6-inf)\'',K,222,48,dobry
11,2200,0,900,'\'(30.4-42.8]\'',K,35,48,dobry
13,957.2,1,200,'\'(67.6-inf)\'',M,195,48,dobry
13,815,1,336.83,'\'(55.2-67.6]\'',K,142,48,dobry
13,840,0,400,'\'(55.2-67.6]\'',K,111,48,dobry
13,933.05,0,300,'\'(55.2-67.6]\'',K,83,48,zly
16,1820,0,1000,'\'(55.2-67.6]\'',K,23,48,zly
98,1200,2,285.97,'\'(30.4-42.8]\'',K,43,48,dobry
12,1032.34,2,200,'\'(30.4-42.8]\'',K,2,11,dobry
11,1510.08,0,1000,'\'(-inf-30.4]\'',M,14,48,zly
12,1027,2,300,'\'(30.4-42.8]\'',K,6,48,dobry
11,1770,2,277.34,'\'(30.4-42.8]\'',K,84,48,dobry
13,3700,2,800,'\'(55.2-67.6]\'',K,24,48,dobry
11,1032,0,200,'\'(-inf-30.4]\'',M,24,48,zly
11,3500,2,400,'\'(30.4-42.8]\'',M,25,48,dobry
11,1400,2,200,'\'(42.8-55.2]\'',K,114,48,dobry
11,763,2,300,'\'(42.8-55.2]\'',K,91,48,dobry
13,1083.23,0,200,'\'(55.2-67.6]\'',K,95,48,dobry
13,1272,1,500,'\'(55.2-67.6]\'',M,14,48,dobry
99,685,2,250,'\'(55.2-67.6]\'',M,3,3,dobry
13,1519,0,200,'\'(67.6-inf)\'',M,251,48,dobry
13,803.86,2,200,'\'(67.6-inf)\'',K,155,48,dobry
12,1743,0,800,'\'(30.4-42.8]\'',M,11,16,zly
12,961,0,500,'\'(55.2-67.6]\'',M,75,48,zly
13,1193.65,1,400,'\'(55.2-67.6]\'',M,7,48,dobry
11,1566.82,0,200,'\'(42.8-55.2]\'',M,347,48,dobry
12,1032.34,0,500,'\'(-inf-30.4]\'',M,14,31,zly
13,1031,0,200,'\'(55.2-67.6]\'',K,119,48,dobry
13,1149.06,1,400,'\'(55.2-67.6]\'',K,159,48,dobry
13,1412,2,400,'\'(67.6-inf)\'',K,201,48,dobry
13,1591,2,381.29,'\'(55.2-67.6]\'',M,74,48,dobry
16,755.1,1,200,'\'(55.2-67.6]\'',K,132,48,dobry
11,2065.98,2,327,'\'(42.8-55.2]\'',K,176,48,dobry
12,1400,1,300,'\'(-inf-30.4]\'',M,7,23,dobry
12,1500,0,800,'\'(30.4-42.8]\'',M,30,35,dobry
13,860,2,789.27,'\'(55.2-67.6]\'',K,77,48,dobry
11,1079,0,300,'\'(42.8-55.2]\'',K,175,48,zly
11,2800,2,400,'\'(42.8-55.2]\'',K,57,48,dobry
13,1167.94,0,200,'\'(67.6-inf)\'',K,367,48,dobry
13,2802,2,700,'\'(67.6-inf)\'',M,245,48,dobry
16,1045,1,200,'\'(42.8-55.2]\'',M,197,48,dobry
17,1485,2,500,'\'(55.2-67.6]\'',M,141,48,zly
12,1035,0,200,'\'(-inf-30.4]\'',M,1,2,zly
11,1300,2,300,'\'(30.4-42.8]\'',M,43,48,dobry
12,1792,0,800,'\'(42.8-55.2]\'',K,155,48,zly
13,1162,2,200,'\'(55.2-67.6]\'',M,219,48,dobry
13,1094,1,300,'\'(55.2-67.6]\'',K,182,48,dobry
13,1635,2,200,'\'(55.2-67.6]\'',K,117,48,dobry
98,30000,0,1000,'\'(30.4-42.8]\'',M,72,48,zly
11,1033.52,0,300,'\'(30.4-42.8]\'',K,75,48,zly
13,917,0,300,'\'(55.2-67.6]\'',K,74,48,dobry
13,2120,2,600,'\'(67.6-inf)\'',K,116,48,dobry
13,985.9,0,200,'\'(55.2-67.6]\'',K,88,48,dobry
16,1313.41,2,400,'\'(55.2-67.6]\'',M,25,48,dobry
13,1233,1,400,'\'(55.2-67.6]\'',K,121,48,dobry
13,1611,0,300,'\'(55.2-67.6]\'',M,139,48,dobry
13,819,0,200,'\'(55.2-67.6]\'',M,55,48,dobry
13,714,3,500,'\'(55.2-67.6]\'',K,220,48,dobry
11,3000,2,500,'\'(42.8-55.2]\'',K,91,48,dobry
13,919,2,470.41,'\'(55.2-67.6]\'',K,139,48,zly
98,5000,1,600,'\'(30.4-42.8]\'',K,82,48,dobry
12,700,2,250,'\'(30.4-42.8]\'',M,7,23,dobry
13,951,2,500,'\'(67.6-inf)\'',K,160,48,dobry
13,1013.74,2,400,'\'(55.2-67.6]\'',K,111,48,dobry
11,1500,1,400,'\'(55.2-67.6]\'',K,83,48,dobry
13,1145.25,0,200,'\'(55.2-67.6]\'',K,21,48,zly
11,1200,2,300,'\'(30.4-42.8]\'',K,188,48,zly
13,1525.46,2,521.49,'\'(55.2-67.6]\'',K,34,48,dobry
13,5100,2,700,'\'(55.2-67.6]\'',K,26,48,dobry
11,2327.94,0,200,'\'(-inf-30.4]\'',M,32,48,dobry
12,1030,2,241.15,'\'(42.8-55.2]\'',M,6,24,dobry
11,2000,0,600,'\'(42.8-55.2]\'',M,49,48,dobry
16,2300,3,900,'\'(42.8-55.2]\'',K,60,48,dobry
11,1796,0,400,'\'(42.8-55.2]\'',K,311,48,zly
12,660,2,400,'\'(30.4-42.8]\'',K,9,37,dobry
12,1009.34,1,300,'\'(42.8-55.2]\'',K,27,48,dobry
12,1030,2,200,'\'(42.8-55.2]\'',M,7,48,dobry
12,1600,0,400,'\'(55.2-67.6]\'',M,32,48,dobry
13,1425,0,400,'\'(55.2-67.6]\'',K,77,48,dobry
12,1350,2,281.29,'\'(42.8-55.2]\'',K,20,24,dobry
12,1000,3,200,'\'(-inf-30.4]\'',M,9,24,dobry
12,1675,2,600,'\'(42.8-55.2]\'',K,7,11,dobry
13,717.96,0,500,'\'(55.2-67.6]\'',K,79,48,zly
12,1800,2,700,'\'(-inf-30.4]\'',M,8,8,dobry
12,1227,0,300,'\'(-inf-30.4]\'',M,0,12,zly
13,856,2,200,'\'(55.2-67.6]\'',K,55,48,dobry
11,2700,1,300,'\'(30.4-42.8]\'',M,7,48,dobry
13,1300,1,300,'\'(55.2-67.6]\'',M,76,48,zly
13,1684,2,400,'\'(55.2-67.6]\'',K,17,48,dobry
11,1800,0,200,'\'(55.2-67.6]\'',M,158,48,dobry
12,1600,2,498.47,'\'(30.4-42.8]\'',K,12,12,dobry
13,616,2,200,'\'(67.6-inf)\'',K,244,48,dobry
12,900,0,300,'\'(55.2-67.6]\'',M,5,7,zly
13,984,1,200,'\'(55.2-67.6]\'',K,8,48,dobry
13,1650,0,700,'\'(55.2-67.6]\'',K,126,48,zly
11,1000,2,275.97,'\'(30.4-42.8]\'',K,59,48,dobry
11,2324,0,400,'\'(42.8-55.2]\'',M,42,48,zly
12,1574.45,1,445.67,'\'(42.8-55.2]\'',M,29,35,dobry
11,1700,2,300,'\'(42.8-55.2]\'',M,37,48,dobry
12,830.46,1,600,'\'(42.8-55.2]\'',K,43,48,dobry
16,634,1,200,'\'(55.2-67.6]\'',K,49,48,dobry
13,1160,0,200,'\'(67.6-inf)\'',K,209,48,dobry
13,1500,2,200,'\'(55.2-67.6]\'',K,44,48,dobry
16,633.56,2,250,'\'(55.2-67.6]\'',M,109,48,zly
13,910.33,2,200,'\'(67.6-inf)\'',M,161,48,dobry
11,2139,0,500,'\'(42.8-55.2]\'',K,83,48,zly
11,1433,0,400,'\'(30.4-42.8]\'',K,158,48,zly
12,2000,2,227.13,'\'(42.8-55.2]\'',K,7,25,dobry
16,703,2,200,'\'(55.2-67.6]\'',K,23,48,dobry
17,684,2,900,'\'(55.2-67.6]\'',K,187,48,dobry
12,1200,0,300,'\'(-inf-30.4]\'',M,2,23,zly
99,761,0,400,'\'(30.4-42.8]\'',M,0,12,zly
13,640,0,500,'\'(67.6-inf)\'',K,136,48,dobry
13,3519,0,1000,'\'(55.2-67.6]\'',M,107,48,zly
13,965,2,200,'\'(67.6-inf)\'',K,243,48,dobry
11,2353,2,1569.98,'\'(42.8-55.2]\'',M,97,48,dobry
13,802.83,2,200,'\'(55.2-67.6]\'',K,199,48,dobry
13,1137.19,2,400,'\'(55.2-67.6]\'',K,94,48,dobry
11,1000,2,800,'\'(55.2-67.6]\'',M,61,48,dobry
13,2421.55,2,1000,'\'(67.6-inf)\'',K,243,48,dobry
13,3600,1,1000,'\'(55.2-67.6]\'',M,84,48,dobry
13,1601.87,1,350,'\'(55.2-67.6]\'',M,43,48,dobry
13,1239,2,300,'\'(67.6-inf)\'',K,268,48,dobry
11,2215,0,900,'\'(30.4-42.8]\'',M,203,48,zly
13,1100,1,200,'\'(55.2-67.6]\'',K,41,48,dobry
11,950,0,500,'\'(30.4-42.8]\'',K,177,48,zly
11,1261.98,2,400,'\'(30.4-42.8]\'',M,34,48,dobry
16,1138.01,0,300,'\'(67.6-inf)\'',K,4,48,zly
16,837,1,350,'\'(55.2-67.6]\'',M,229,48,dobry
12,990.34,1,200,'\'(42.8-55.2]\'',K,53,48,dobry
13,930,3,800,'\'(55.2-67.6]\'',K,128,48,dobry
11,3170,2,400,'\'(42.8-55.2]\'',K,283,48,dobry
12,600,3,400,'\'(42.8-55.2]\'',M,7,27,dobry
11,1459,0,300,'\'(-inf-30.4]\'',M,7,48,dobry
13,1130,2,300,'\'(55.2-67.6]\'',K,101,48,dobry
16,906.07,0,200,'\'(42.8-55.2]\'',K,10,48,zly
12,1400,1,300,'\'(-inf-30.4]\'',M,10,32,dobry
11,2100,1,300,'\'(42.8-55.2]\'',M,48,48,dobry
13,1428.55,2,235.97,'\'(55.2-67.6]\'',K,135,48,dobry
16,655,2,500,'\'(42.8-55.2]\'',K,29,48,dobry
11,1800,2,300,'\'(30.4-42.8]\'',M,163,48,dobry
13,1474.55,1,400,'\'(55.2-67.6]\'',K,63,48,dobry
11,1617.68,1,200,'\'(42.8-55.2]\'',K,83,48,dobry
13,1768.93,2,500,'\'(55.2-67.6]\'',M,267,48,zly
11,1400,2,200,'\'(42.8-55.2]\'',M,12,48,dobry
11,5800,2,900,'\'(42.8-55.2]\'',K,52,48,dobry
12,1440,0,200,'\'(42.8-55.2]\'',M,3,11,zly
13,1189,2,265.58,'\'(55.2-67.6]\'',K,67,48,dobry
11,1172.2,2,400,'\'(55.2-67.6]\'',K,35,48,dobry
16,1340,2,500,'\'(55.2-67.6]\'',K,159,48,dobry
13,1672.59,1,200,'\'(55.2-67.6]\'',M,20,48,dobry
17,1031,1,350,'\'(42.8-55.2]\'',K,49,48,dobry
13,1000,2,500,'\'(55.2-67.6]\'',K,65,48,dobry
16,931.37,0,200,'\'(55.2-67.6]\'',K,209,48,zly
13,1817.24,1,400,'\'(55.2-67.6]\'',K,16,48,dobry
11,1510,2,900,'\'(55.2-67.6]\'',M,163,48,dobry
12,1000,0,1000,'\'(42.8-55.2]\'',K,51,48,zly
12,1033,0,500,'\'(30.4-42.8]\'',K,1,1,zly
12,1200,0,250,'\'(30.4-42.8]\'',K,3,9,zly
13,997,2,300,'\'(55.2-67.6]\'',K,77,48,dobry
13,1212,2,500,'\'(55.2-67.6]\'',K,51,48,dobry
11,1680,2,300,'\'(55.2-67.6]\'',K,383,48,dobry
13,720.19,0,200,'\'(55.2-67.6]\'',K,91,48,dobry
11,1638,0,1283.66,'\'(42.8-55.2]\'',K,312,48,dobry
11,1700,2,600,'\'(42.8-55.2]\'',K,87,48,dobry
13,1442.43,3,200,'\'(67.6-inf)\'',K,139,48,dobry
11,1400,2,600,'\'(55.2-67.6]\'',K,161,48,dobry
11,2800,2,600,'\'(42.8-55.2]\'',K,316,48,dobry
13,3541.9,0,369.53,'\'(67.6-inf)\'',K,125,48,dobry
11,2100,1,500,'\'(-inf-30.4]\'',K,20,48,dobry
11,1290,2,600,'\'(30.4-42.8]\'',K,17,48,dobry
12,1884.29,0,300,'\'(30.4-42.8]\'',M,18,23,dobry
13,730,1,200,'\'(67.6-inf)\'',K,558,48,dobry
11,1542.33,0,500,'\'(42.8-55.2]\'',K,276,48,zly
11,2284.23,0,400,'\'(42.8-55.2]\'',M,297,48,dobry
16,959.6,2,200,'\'(67.6-inf)\'',K,113,48,dobry
99,1393.85,1,200,'\'(-inf-30.4]\'',M,2,3,dobry
13,2010,1,717.26,'\'(55.2-67.6]\'',M,135,48,dobry
13,12220,1,200,'\'(55.2-67.6]\'',M,69,48,dobry
11,2700,0,1000,'\'(42.8-55.2]\'',M,143,48,zly
16,892,1,500,'\'(55.2-67.6]\'',K,198,48,dobry
11,1360,3,200,'\'(42.8-55.2]\'',M,117,48,dobry
12,1050,1,295.97,'\'(42.8-55.2]\'',K,31,36,dobry
12,1200,2,300,'\'(30.4-42.8]\'',K,6,14,dobry
13,1210,1,300,'\'(55.2-67.6]\'',K,136,48,dobry
11,3200,2,700,'\'(42.8-55.2]\'',M,187,48,dobry
16,1045.6,3,450,'\'(42.8-55.2]\'',K,10,48,dobry
13,1350,1,300,'\'(55.2-67.6]\'',K,109,48,dobry
11,1800,2,600,'\'(42.8-55.2]\'',M,124,48,zly
12,1200,0,300,'\'(30.4-42.8]\'',K,0,24,zly
11,2249.14,2,500,'\'(55.2-67.6]\'',K,239,48,dobry
13,785,2,200,'\'(67.6-inf)\'',K,62,48,dobry
13,1688.82,1,300,'\'(42.8-55.2]\'',M,97,48,dobry
11,1400,0,300,'\'(-inf-30.4]\'',M,22,48,dobry
11,4000,3,400,'\'(42.8-55.2]\'',M,8,48,dobry
12,1037.34,1,300,'\'(-inf-30.4]\'',M,18,23,dobry
99,750,2,300,'\'(-inf-30.4]\'',M,2,5,dobry
13,611,1,300,'\'(55.2-67.6]\'',K,137,48,dobry
13,2098,2,700,'\'(67.6-inf)\'',M,195,48,dobry
11,1585,0,500,'\'(-inf-30.4]\'',M,2,48,zly
13,1700,2,500,'\'(67.6-inf)\'',M,12,48,dobry
13,940,2,300,'\'(67.6-inf)\'',M,51,48,zly
11,1700,2,500,'\'(42.8-55.2]\'',K,303,48,dobry
12,1600,0,800,'\'(-inf-30.4]\'',K,72,48,zly
11,1842.86,1,400,'\'(55.2-67.6]\'',M,5,48,dobry
13,3900,3,300,'\'(42.8-55.2]\'',M,28,48,dobry
16,461.6,0,200,'\'(55.2-67.6]\'',M,378,48,zly
11,2470,3,426.61,'\'(42.8-55.2]\'',K,352,48,dobry
11,1320,2,500,'\'(42.8-55.2]\'',M,340,48,dobry
11,1239.05,0,400,'\'(30.4-42.8]\'',K,202,48,dobry
13,1261.6,2,400,'\'(55.2-67.6]\'',M,51,48,dobry
12,3000,0,700,'\'(30.4-42.8]\'',M,5,10,dobry
13,1240,3,300,'\'(55.2-67.6]\'',K,68,48,dobry
13,936,0,500,'\'(55.2-67.6]\'',K,29,48,dobry
13,1026,3,200,'\'(67.6-inf)\'',K,245,48,dobry
12,1952.35,2,400,'\'(42.8-55.2]\'',M,2,11,dobry
11,1400,3,300,'\'(42.8-55.2]\'',K,23,48,dobry
13,2612,1,1800,'\'(67.6-inf)\'',M,79,48,dobry
13,1170,1,400,'\'(55.2-67.6]\'',K,76,48,dobry
11,1077.49,2,300,'\'(42.8-55.2]\'',K,369,48,dobry
12,2187.11,0,600,'\'(-inf-30.4]\'',M,30,35,zly
11,2927,1,496.61,'\'(30.4-42.8]\'',K,199,48,dobry
12,2500,1,800,'\'(55.2-67.6]\'',M,2,3,dobry
17,985,3,200,'\'(-inf-30.4]\'',M,11,11,dobry
11,2258,3,1000,'\'(30.4-42.8]\'',M,73,48,dobry
13,1090.14,2,400,'\'(55.2-67.6]\'',K,73,48,dobry
11,1680,3,649.84,'\'(55.2-67.6]\'',K,68,48,dobry
11,1700,3,238.78,'\'(42.8-55.2]\'',K,203,48,dobry
13,1072,3,500,'\'(67.6-inf)\'',K,151,48,dobry
13,729.03,3,300,'\'(67.6-inf)\'',K,255,48,dobry
